id,login,password_hash,first_name,last_name,authority,email,phone_number,notes,organization_id,org_role,fourteen_plus,guardian_first_name,guardian_last_name,guardian_email,guardian_phone,school,grade_level,state_student_id,org_student_id,created_by,created_date,last_modified_by,last_modified_date
202,mtennant,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Mary,Tennant,ROLE_STUDENT,null,(720) 706-1306,,3,null,0,John,Tennant,John.Tennant@yahoo.com,(720) 473-0119,"Dr. Martin Luther King, Jr. Early College Middle School",SEVENTH,247871130,917625,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
203,dputzier,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Delores,Putzier,ROLE_STUDENT,Delores.Putzier@gmail.com,(720) 182-8392,,3,null,1,Robert,Putzier,putzier8405@gmail.com,(720) 771-9892,Emily Griffith High School,TENTH,835983208,291315,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
204,jmaheia,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,John,Maheia,ROLE_STUDENT,jmaheia@aol.com,(303) 184-2747,,3,null,1,Tina,Maheia,Tina.Maheia@aol.com,(720) 534-2635,John F. Kennedy High School,TWELFTH,650224196,031339,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
205,aharden,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Adrian,Harden,ROLE_STUDENT,null,(720) 083-3306,,3,null,0,Kenneth,Harden,Kenneth.Harden@gmail.com,(720) 621-3159,Summit Academy Middle School,SIXTH,295076734,726366,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
206,jallen,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jim,Allen,ROLE_STUDENT,Jim.Allen@aol.com,(303) 061-2989,,3,null,1,Anthony,Allen,aallen@gmail.com,(303) 405-3450,Florence Crittenton High School,TWELFTH,830742373,078273,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
207,lsmith,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Larraine,Smith,ROLE_STUDENT,Larraine.Smith@outlook.com,(303) 087-9184,,3,null,1,Bernice,Smith,Bernice.Smith@gmail.com,(303) 432-8582,Compassion Road Academy,ELEVENTH,122779691,298779,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
208,ebauman,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Eric,Bauman,ROLE_STUDENT,ebauman@outlook.com,(303) 772-5720,,3,null,1,Mary,Bauman,mbauman@gmail.com,(720) 082-7121,North High School,TWELFTH,930097374,932026,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
209,mmunson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Morgan,Munson,ROLE_STUDENT,null,(720) 704-8113,,3,null,0,Edgar,Munson,munson2711@aol.com,(720) 297-6386,Wyatt Academy Middle School,EIGHTH,874899075,221153,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
210,awelch,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Alexandra,Welch,ROLE_STUDENT,Alexandra.Welch@yahoo.com,(720) 109-9807,,3,null,1,Theodore,Welch,Theodore.Welch@yahoo.com,(720) 620-0825,Dr. Martin Luther King Jr. Early College High School,TWELFTH,198773611,622763,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
211,aholland,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Alma,Holland,ROLE_STUDENT,aholland@yahoo.com,(303) 129-8643,,3,null,1,Johnny,Holland,jholland@outlook.com,(720) 960-0291,North High School,TWELFTH,809033573,201029,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
212,sterpstra,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Simon,Terpstra,ROLE_STUDENT,null,(720) 678-8116,,3,null,0,Melissa,Terpstra,Melissa.Terpstra@gmail.com,(720) 545-2170,Skinner Middle School,EIGHTH,535375092,547505,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
213,clee,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Clara,Lee,ROLE_STUDENT,Clara.Lee@aol.com,(303) 259-3334,,3,null,1,Steven,Lee,Steven.Lee@yahoo.com,(720) 009-9461,Emily Griffith High School,NINTH,466359065,914734,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
214,rdavis,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Robert,Davis,ROLE_STUDENT,null,(303) 404-1770,,3,null,0,Ralph,Davis,rdavis@gmail.com,(303) 536-1540,"Dr. Martin Luther King, Jr. Early College Middle School",SIXTH,908137252,321601,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
215,kbates,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Karen,Bates,ROLE_STUDENT,null,(720) 814-8359,,3,null,0,Martha,Bates,bates8066@gmail.com,(303) 907-8824,Skinner Middle School,SIXTH,360607778,108195,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
216,mmacias,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Martin,Macias,ROLE_STUDENT,mmacias@outlook.com,(303) 401-4307,,3,null,1,Susan,Macias,smacias@yahoo.com,(303) 774-8157,East High School,TWELFTH,208238895,433485,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
217,ngoben,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Norman,Goben,ROLE_STUDENT,ngoben@gmail.com,(720) 684-2490,,3,null,1,Carolyn,Goben,cgoben@yahoo.com,(303) 690-9926,George Washington High School,TENTH,843364930,447033,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
218,bfriel,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Betty,Friel,ROLE_STUDENT,friel4447@yahoo.com,(303) 258-4826,,3,null,1,Robert,Friel,Robert.Friel@aol.com,(720) 664-9514,North High School,NINTH,497344305,756283,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
219,jdelorenzo,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jack,Delorenzo,ROLE_STUDENT,null,(720) 402-3314,,3,null,0,Thelma,Delorenzo,Thelma.Delorenzo@yahoo.com,(303) 562-3579,Byers Middle School,EIGHTH,772972637,756867,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
220,scharrier,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Sarah,Charrier,ROLE_STUDENT,null,(720) 640-8171,,3,null,0,Kathryn,Charrier,Kathryn.Charrier@sbcglobal.net,(303) 232-1530,Wyatt Academy Middle School,EIGHTH,624631128,645642,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
221,jwilliams,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jean,Williams,ROLE_STUDENT,Jean.Williams@gmail.com,(720) 926-0757,,3,null,1,Goldie,Williams,gwilliams@gmail.com,(303) 269-9402,John F. Kennedy High School,ELEVENTH,562746889,789856,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
222,cmaguire,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Charles,Maguire,ROLE_STUDENT,null,(720) 168-2664,,3,null,0,Aimee,Maguire,Aimee.Maguire@gmail.com,(303) 027-4370,Vista Academy Middle School,EIGHTH,122786502,323394,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
223,rfreed,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Raymond,Freed,ROLE_STUDENT,rfreed@yahoo.com,(303) 142-9691,,3,null,1,Robert,Freed,Robert.Freed@aol.com,(303) 229-8094,George Washington High School,TENTH,406282505,463940,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
224,mlo,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Michelle,Lo,ROLE_STUDENT,null,(720) 686-5402,,3,null,0,Reid,Lo,Reid.Lo@gmail.com,(720) 644-2004,Bruce Randolph Middle School,SEVENTH,386287433,877645,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
225,vullman,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Vickie,Ullman,ROLE_STUDENT,vullman@sbcglobal.net,(303) 114-9846,,3,null,1,Bertie,Ullman,ullman3531@outlook.com,(720) 026-6520,East High School,TWELFTH,460618065,218400,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
226,kwheeler,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Ken,Wheeler,ROLE_STUDENT,null,(303) 273-7634,,3,null,0,Linda,Wheeler,wheeler4397@gmail.com,(720) 574-9422,Morey Middle School,SEVENTH,714131062,619662,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
227,jbrattain,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,John,Brattain,ROLE_STUDENT,null,(720) 005-3944,,3,null,0,Gerald,Brattain,Gerald.Brattain@yahoo.com,(303) 564-5213,Kepner Beacon Middle School,SEVENTH,105452815,850110,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
228,jgerald,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jacqueline,Gerald,ROLE_STUDENT,jgerald@yahoo.com,(720) 198-5144,,3,null,1,Neil,Gerald,gerald6903@gmail.com,(303) 127-8168,North High School,TWELFTH,103577726,970101,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
229,pbuteau,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Paula,Buteau,ROLE_STUDENT,null,(303) 252-9454,,3,null,0,Norman,Buteau,nbuteau@aol.com,(720) 913-5224,Vista Academy Middle School,SIXTH,705980605,786634,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
230,sgray,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Suzette,Gray,ROLE_STUDENT,sgray@gmail.com,(303) 036-6831,,3,null,1,Michael,Gray,Michael.Gray@icloud.com,(303) 437-3152,Florence Crittenton High School,TWELFTH,717903551,037295,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
231,dknowlton,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Dave,Knowlton,ROLE_STUDENT,Dave.Knowlton@gmail.com,(303) 137-1811,,3,null,1,Timothy,Knowlton,tknowlton@yahoo.com,(720) 890-7228,Compassion Road Academy,TWELFTH,338197820,109672,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
232,asphon,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Armida,Sphon,ROLE_STUDENT,sphon1107@yahoo.com,(720) 204-8038,,3,null,1,Judith,Sphon,Judith.Sphon@aol.com,(303) 374-4279,East High School,NINTH,586175055,492363,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
233,tmadrigal,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Thomas,Madrigal,ROLE_STUDENT,null,(720) 694-2739,,3,null,0,Derrick,Madrigal,Derrick.Madrigal@icloud.com,(720) 638-1814,Merrill Middle School,SEVENTH,099529245,409506,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
234,mmurphy,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Mia,Murphy,ROLE_STUDENT,null,(720) 774-3339,,3,null,0,Mary,Murphy,Mary.Murphy@gmail.com,(303) 156-2715,Vista Academy Middle School,SIXTH,875023829,985608,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
235,mables,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Manuel,Ables,ROLE_STUDENT,null,(303) 920-5179,,3,null,0,Catherine,Ables,cables@yahoo.com,(303) 449-6152,Summit Academy Middle School,SIXTH,171942802,044475,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
236,lgerhart,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Lawrence,Gerhart,ROLE_STUDENT,null,(303) 912-5229,,3,null,0,Brenda,Gerhart,bgerhart@aol.com,(303) 606-0805,Morey Middle School,SEVENTH,165026963,871322,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
237,walvarez,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,William,Alvarez,ROLE_STUDENT,null,(303) 238-9008,,3,null,0,David,Alvarez,David.Alvarez@yahoo.com,(303) 934-5427,Wyatt Academy Middle School,SIXTH,456839794,406514,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
238,dstrickland,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Douglas,Strickland,ROLE_STUDENT,dstrickland@gmail.com,(303) 916-9593,,3,null,1,Rachel,Strickland,rstrickland@sbcglobal.net,(303) 611-7553,John F. Kennedy High School,ELEVENTH,532063561,797539,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
239,rthomson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Robert,Thomson,ROLE_STUDENT,null,(720) 053-0466,,3,null,0,Jacob,Sugar,Jacob.Sugar@aol.com,(303) 768-5269,Wyatt Academy Middle School,EIGHTH,986963808,191659,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
240,rlee447,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Ruben,Lee,ROLE_STUDENT,null,(720) 949-0275,,3,null,0,Hilda,Lee,hlee@icloud.com,(720) 297-4872,Summit Academy Middle School,SEVENTH,773927542,923063,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
241,spowers,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Sarah,Powers,ROLE_STUDENT,null,(303) 914-9653,,3,null,0,Casey,Powers,cpowers@gmail.com,(720) 515-8694,Morey Middle School,SEVENTH,324994911,954622,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
242,jsilverio,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jesse,Silverio,ROLE_STUDENT,silverio6334@yahoo.com,(303) 386-8004,,3,null,1,David,Silverio,silverio9689@icloud.com,(303) 428-5956,Bruce Randolph High School,TWELFTH,281283229,004794,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
243,lpayne,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Lois,Payne,ROLE_STUDENT,payne8418@yahoo.com,(303) 119-7743,,3,null,1,Nora,Payne,payne2852@gmail.com,(720) 201-3542,George Washington High School,ELEVENTH,218116558,906674,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
244,bzabbo,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Brad,Zabbo,ROLE_STUDENT,null,(303) 478-5522,,3,null,0,Timothy,Zabbo,Timothy.Zabbo@gmail.com,(720) 498-7606,"Dr. Martin Luther King, Jr. Early College Middle School",SIXTH,442303615,803039,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
245,plevine,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Priscilla,Levine,ROLE_STUDENT,null,(303) 423-5352,,3,null,0,Sun,Levine,Sun.Levine@gmail.com,(303) 167-9220,Kepner Beacon Middle School,SEVENTH,840309889,106459,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
246,crodriguez449,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Chase,Rodriguez,ROLE_STUDENT,null,(303) 860-3284,,3,null,0,Helen,Rodriguez,Helen.Rodriguez@yahoo.com,(720) 432-2568,Morey Middle School,SEVENTH,987624919,838738,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
247,bkerkhoff,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Barbara,Kerkhoff,ROLE_STUDENT,Barbara.Kerkhoff@icloud.com,(720) 507-2808,,3,null,1,Thomas,Kerkhoff,kerkhoff7779@yahoo.com,(303) 975-3321,Dr. Martin Luther King Jr. Early College High School,NINTH,414166152,746282,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
248,swhite,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Shawn,White,ROLE_STUDENT,Shawn.White@gmail.com,(720) 247-8073,,3,null,1,Michael,White,mwhite@icloud.com,(303) 770-3220,Emily Griffith High School,ELEVENTH,296900153,197311,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
249,dcutting,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Dallas,Cutting,ROLE_STUDENT,Dallas.Cutting@icloud.com,(303) 198-3460,,3,null,1,Rosa,Cutting,Rosa.Cutting@aol.com,(303) 441-8868,Compassion Road Academy,ELEVENTH,821609320,285608,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
250,chooke,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Cheryl,Hooke,ROLE_STUDENT,null,(720) 977-5583,,3,null,0,Deborah,Hooke,Deborah.Hooke@yahoo.com,(303) 171-6568,Wyatt Academy Middle School,SEVENTH,529059618,220120,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
251,jpilcher,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jocelyn,Pilcher,ROLE_STUDENT,Jocelyn.Pilcher@gmail.com,(720) 553-4045,,3,null,1,Martha,Pilcher,mpilcher@aol.com,(720) 365-8708,Florence Crittenton High School,TENTH,434055660,296288,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
252,jjones,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Janice,Jones,ROLE_STUDENT,jjones@gmail.com,(720) 993-9630,,3,null,1,Shari,Jones,jones5930@icloud.com,(720) 370-1868,Emily Griffith High School,ELEVENTH,148323278,339360,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
253,dfetner,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,David,Fetner,ROLE_STUDENT,null,(303) 435-2577,,3,null,0,Stephen,Fetner,sfetner@yahoo.com,(303) 825-2643,Bruce Randolph Middle School,EIGHTH,705959482,443432,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
254,jbaker,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jeffrey,Baker,ROLE_STUDENT,null,(720) 075-8982,,3,null,0,Gigi,Baker,Gigi.Baker@gmail.com,(303) 676-4425,Summit Academy Middle School,EIGHTH,485844464,924683,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
255,lthompson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Leigh,Thompson,ROLE_STUDENT,null,(720) 905-8012,,3,null,0,Doreen,Thompson,Doreen.Thompson@yahoo.com,(303) 535-1162,Summit Academy Middle School,EIGHTH,653499638,930968,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
256,mmolina,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Mary,Molina,ROLE_STUDENT,null,(720) 035-4931,,3,null,0,Crystal,Molina,Crystal.Molina@gmail.com,(303) 823-2583,Wyatt Academy Middle School,EIGHTH,777288379,882630,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
257,jforrest,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,John,Forrest,ROLE_STUDENT,John.Forrest@outlook.com,(720) 279-5568,,3,null,1,Barbara,Forrest,Barbara.Forrest@gmail.com,(720) 951-5135,Compassion Road Academy,NINTH,445826425,971182,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
258,mbenedict,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Michele,Benedict,ROLE_STUDENT,benedict6276@yahoo.com,(303) 810-1945,,3,null,1,Tatiana,Benedict,tbenedict@gmail.com,(303) 534-8199,George Washington High School,TENTH,468568036,632113,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
259,gmanke,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Gordon,Manke,ROLE_STUDENT,Gordon.Manke@sbcglobal.net,(720) 348-1048,,3,null,1,John,Manke,manke1979@aol.com,(303) 551-5519,Abraham Lincoln High School,TENTH,424723030,146971,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
260,bchamberlin,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Brittany,Chamberlin,ROLE_STUDENT,null,(303) 684-3421,,3,null,0,Alice,Chamberlin,chamberlin7332@aol.com,(720) 989-8671,Kepner Beacon Middle School,EIGHTH,944145625,884924,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
261,mbevan,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Margaret,Bevan,ROLE_STUDENT,mbevan@gmail.com,(720) 319-4845,,3,null,1,John,Bevan,jbevan@yahoo.com,(303) 508-8635,George Washington High School,TWELFTH,427383850,055993,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
262,epalmer,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Ervin,Palmer,ROLE_STUDENT,null,(303) 469-3933,,3,null,0,Robert,Palmer,Robert.Palmer@yahoo.com,(720) 690-6278,Vista Academy Middle School,EIGHTH,565570267,480810,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
263,ggerrard,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,George,Gerrard,ROLE_STUDENT,null,(720) 572-4878,,3,null,0,Ebony,Gerrard,egerrard@gmail.com,(303) 001-4439,Skinner Middle School,SEVENTH,442874612,107865,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
264,rsanchez,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Robert,Sanchez,ROLE_STUDENT,Robert.Sanchez@gmail.com,(720) 592-1717,,3,null,1,Antwan,Sanchez,asanchez@yahoo.com,(303) 224-7199,Dr. Martin Luther King Jr. Early College High School,TENTH,360202862,401502,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
265,dpitsenbarger,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Donna,Pitsenbarger,ROLE_STUDENT,dpitsenbarger@gmail.com,(720) 044-5594,,3,null,1,Dennis,Pitsenbarger,pitsenbarger5404@gmail.com,(720) 992-5326,Bruce Randolph High School,TENTH,772314409,039257,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
266,nsykes,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Naomi,Sykes,ROLE_STUDENT,sykes5260@gmail.com,(720) 312-0613,,3,null,1,Joseph,Sykes,jsykes@gmail.com,(720) 288-6899,George Washington High School,ELEVENTH,046344144,568256,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
267,jbutler,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Joellen,Butler,ROLE_STUDENT,butler5643@sbcglobal.net,(720) 042-5601,,3,null,1,James,Butler,James.Butler@icloud.com,(720) 197-8866,Dr. Martin Luther King Jr. Early College High School,NINTH,201105201,453454,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
268,hfanara,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Hannah,Fanara,ROLE_STUDENT,null,(720) 669-6880,,3,null,0,Ida,Fanara,Ida.Fanara@gmail.com,(303) 758-2161,Bruce Randolph Middle School,SIXTH,037809848,851207,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
